Fecha,Precio,Provincia
2019-02-21,219.61226143860534,Madrid
2019-02-22,209.98470361185943,Madrid
2019-02-23,206.16325259743695,Madrid
2019-02-24,217.35611014117669,Madrid
2019-02-25,206.7217791492116,Madrid
2019-02-26,206.2548695863457,Madrid
2019-02-27,211.9672644535873,Madrid
2019-02-28,212.02154829456896,Madrid
2019-03-01,206.8635178981591,Madrid
2019-03-02,208.59364214286316,Madrid
2019-03-03,212.971880304479,Madrid
2019-03-04,196.30700832152164,Madrid
2019-03-05,208.2194414873407,Madrid
2019-03-06,206.78240443492254,Madrid
2019-03-07,214.88155046992676,Madrid
2019-03-08,209.25210617341887,Madrid
2019-03-09,221.5267461004822,Madrid
2019-03-10,214.0921110238689,Madrid
2019-03-11,214.354796955384,Madrid
2019-03-12,213.40332235146397,Madrid
2019-03-13,202.9373804718372,Madrid
2019-03-14,207.14036462090655,Madrid
2019-03-15,210.93305887819977,Madrid
2019-03-16,209.38846344466688,Madrid
2019-03-17,215.7941944715872,Madrid
2019-03-18,210.28790239354518,Madrid
2019-03-19,209.72722919839205,Madrid
2019-03-20,202.11241711314094,Madrid
2019-03-21,202.85925642235628,Madrid
2019-03-22,212.81683188954494,Madrid
2019-03-23,218.4447852086994,Madrid
2019-03-24,220.4376277798125,Madrid
2019-03-25,214.71896545475155,Madrid
2019-03-26,215.6399282145945,Madrid
2019-03-27,214.40936082615295,Madrid
2019-03-28,205.44976849991139,Madrid
2019-03-29,214.3920721431122,Madrid
2019-03-30,204.8714230375063,Madrid
2019-03-31,209.00141421103643,Madrid
2019-04-01,214.0946889243437,Madrid
2019-04-02,212.99807586452357,Madrid
2019-04-03,215.43424676402788,Madrid
2019-04-04,218.32404104219796,Madrid
2019-04-05,213.28211411035443,Madrid
2019-04-06,205.37093561872695,Madrid
2019-04-07,208.63426625869337,Madrid
2019-04-08,218.29576719080154,Madrid
2019-04-09,208.87415692509117,Madrid
2019-04-10,203.31267939907838,Madrid
2019-04-11,206.94016522981994,Madrid
2019-04-12,218.10307735396177,Madrid
2019-04-13,203.8282058072103,Madrid
2019-04-14,210.46704761930118,Madrid
2019-04-15,211.84454475836452,Madrid
2019-04-16,215.8005475713559,Madrid
2019-04-17,211.3758485851525,Madrid
2019-04-18,209.07918521070158,Madrid
2019-04-19,207.1901041613623,Madrid
2019-04-20,208.51648081254808,Madrid
2019-04-21,216.15338176014004,Madrid
2019-04-22,214.64024551682076,Madrid
2019-04-23,215.1607483966954,Madrid
2019-04-24,208.9912290589657,Madrid
2019-04-25,206.32065580170286,Madrid
2019-04-26,212.88671896049556,Madrid
2019-04-27,209.48958873404243,Madrid
2019-04-28,212.5663008578396,Madrid
2019-04-29,217.48334626589738,Madrid
2019-04-30,212.3100580929852,Madrid
2019-05-01,206.5121757416974,Madrid
2019-05-02,205.49633567555009,Madrid
2019-05-03,210.11005243586092,Madrid
2019-05-04,214.6407558350948,Madrid
2019-05-05,205.23935506412786,Madrid
2019-05-06,213.63591657653689,Madrid
2019-05-07,213.6389370936473,Madrid
2019-05-08,214.0593804854212,Madrid
2019-05-09,216.39267927506688,Madrid
2019-05-10,205.32055369435508,Madrid
2019-05-11,211.18679108030264,Madrid
2019-05-12,211.7833492049294,Madrid
2019-05-13,199.94742200359255,Madrid
2019-05-14,213.2828011074148,Madrid
2019-05-15,208.8092480168006,Madrid
2019-05-16,212.04782194503403,Madrid
2019-05-17,215.13240603250517,Madrid
2019-05-18,210.54149130229018,Madrid
2019-05-19,210.19917194710095,Madrid
2019-05-20,204.5439785406319,Madrid
2019-05-21,216.73144142993306,Madrid
2019-05-22,206.2734669220639,Madrid
2019-05-23,199.6056681512597,Madrid
2019-05-24,212.36247372546148,Madrid
2019-05-25,215.2466391289547,Madrid
2019-05-26,205.50720971885906,Madrid
2019-05-27,207.49271761598993,Madrid
2019-05-28,200.75266800648413,Madrid
2019-05-29,214.3656123676724,Madrid
2019-05-30,214.75420116391018,Madrid
2019-05-31,206.05842025384308,Madrid
2019-06-01,205.49410129477553,Madrid
2019-06-02,213.23854917705518,Madrid
2019-06-03,203.49387269185578,Madrid
2019-06-04,201.23679742172183,Madrid
2019-06-05,211.61533446362444,Madrid
2019-06-06,207.776413768099,Madrid
2019-06-07,208.29456165132297,Madrid
2019-06-08,199.2799924362754,Madrid
2019-06-09,208.09204456225322,Madrid
2019-06-10,200.64587380966245,Madrid
2019-06-11,214.29225292295743,Madrid
2019-06-12,207.54682833056702,Madrid
2019-06-13,200.81728612286028,Madrid
2019-06-14,217.14642295633655,Madrid
2019-06-15,210.21030860330248,Madrid
2019-06-16,198.2844724843139,Madrid
2019-06-17,207.45452048229018,Madrid
2019-06-18,208.5388057724526,Madrid
2019-06-19,207.71292151585388,Madrid
2019-06-20,197.9876499244479,Madrid
2019-06-21,212.8510472183832,Madrid
2019-06-22,220.99494837392905,Madrid
2019-06-23,203.53982219689485,Madrid
2019-06-24,209.49349474522177,Madrid
2019-06-25,199.02013238988988,Madrid
2019-06-26,202.5623253299757,Madrid
2019-06-27,206.7917601694553,Madrid
2019-06-28,209.1011983049552,Madrid
2019-06-29,205.6238889462449,Madrid
2019-06-30,214.80967056137123,Madrid
2019-07-01,205.17979282036492,Madrid
2019-07-02,204.4843124081243,Madrid
2019-07-03,206.1111846865013,Madrid
2019-07-04,202.98031879405377,Madrid
2019-07-05,204.28735181898796,Madrid
2019-07-06,195.55614381791062,Madrid
2019-07-07,198.2408769888604,Madrid
2019-07-08,210.94737210160991,Madrid
2019-07-09,204.1428608708213,Madrid
2019-07-10,196.2895501396075,Madrid
2019-07-11,197.57604290182232,Madrid
2019-07-12,194.6853877547865,Madrid
2019-07-13,198.52318601767578,Madrid
2019-07-14,193.77548794997577,Madrid
2019-07-15,204.6765927543255,Madrid
2019-07-16,209.18800734517453,Madrid
2019-07-17,203.45741681039593,Madrid
2019-07-18,198.23456614602077,Madrid
2019-07-19,201.01258152611297,Madrid
2019-07-20,203.58757655805317,Madrid
2019-07-21,202.31069499342567,Madrid
2019-07-22,195.28613669631298,Madrid
2019-07-23,209.90120310695423,Madrid
2019-07-24,208.55261234764743,Madrid
2019-07-25,194.52762644693706,Madrid
2019-07-26,194.7252228751353,Madrid
2019-07-27,199.345024439075,Madrid
2019-07-28,197.88782527700647,Madrid
2019-07-29,204.5120016487292,Madrid
2019-07-30,198.83165288372186,Madrid
2019-07-31,197.34560983895935,Madrid
2019-08-01,196.08312801273428,Madrid
2019-08-02,203.97624776341038,Madrid
2019-08-03,201.71457382672483,Madrid
2019-08-04,201.70277583134336,Madrid
2019-08-05,197.90334783913818,Madrid
2019-08-06,204.35424789300856,Madrid
2019-08-07,202.500214784238,Madrid
2019-08-08,193.3158675190556,Madrid
2019-08-09,198.3444937011899,Madrid
2019-08-10,194.72963680387636,Madrid
2019-08-11,196.87846694264437,Madrid
2019-08-12,198.52965597000164,Madrid
2019-08-13,202.85129411431322,Madrid
2019-08-14,201.81704134012662,Madrid
2019-08-15,203.9434825492255,Madrid
2019-08-16,195.06993493355856,Madrid
2019-08-17,196.81684889422723,Madrid
2019-08-18,198.77772165965825,Madrid
2019-08-19,204.2935152198656,Madrid
2019-08-20,198.2014966552925,Madrid
2019-08-21,200.4033384079178,Madrid
2019-08-22,195.95932968025653,Madrid
2019-08-23,201.12581887586725,Madrid
2019-08-24,191.73307749991213,Madrid
2019-08-25,200.6225242786742,Madrid
2019-08-26,191.66201932596724,Madrid
2019-08-27,200.56250511925595,Madrid
2019-08-28,197.99343810994066,Madrid
2019-08-29,201.76172187739888,Madrid
2019-08-30,202.98386545797442,Madrid
2019-08-31,196.3437622130997,Madrid
2019-09-01,195.7851584442943,Madrid
2019-09-02,189.02109981527101,Madrid
2019-09-03,197.8050989787526,Madrid
2019-09-04,201.19578580684964,Madrid
2019-09-05,200.44297867404126,Madrid
2019-09-06,200.02343961267928,Madrid
2019-09-07,196.57692166163022,Madrid
2019-09-08,197.10835775973885,Madrid
2019-09-09,196.85821708125098,Madrid
2019-09-10,197.7455141827306,Madrid
2019-09-11,191.77093797453,Madrid
2019-09-12,197.89187788540434,Madrid
2019-09-13,189.89647976241324,Madrid
2019-09-14,198.19202447043605,Madrid
2019-09-15,193.2958779296144,Madrid
2019-09-16,183.6062566807294,Madrid
2019-09-17,198.50132404941968,Madrid
2019-09-18,192.38059894341876,Madrid
2019-09-19,187.6582578564367,Madrid
2019-09-20,190.6781177008434,Madrid
2019-09-21,205.95704942186165,Madrid
2019-09-22,195.2672700530331,Madrid
2019-09-23,203.34779833369456,Madrid
2019-09-24,194.34422541696793,Madrid
2019-09-25,186.5859966811378,Madrid
2019-09-26,189.64360654081383,Madrid
2019-09-27,202.84563620038054,Madrid
2019-09-28,195.76927359772264,Madrid
2019-09-29,192.0524659846335,Madrid
2019-09-30,191.4998770036105,Madrid
2019-10-01,192.3174577336119,Madrid
2019-10-02,195.9199862192841,Madrid
2019-10-03,186.33435729268876,Madrid
2019-10-04,197.3413379312417,Madrid
2019-10-05,199.8766163507686,Madrid
2019-10-06,187.33083352699094,Madrid
2019-10-07,196.54271268823737,Madrid
2019-10-08,193.971822490303,Madrid
2019-10-09,197.56751135055103,Madrid
2019-10-10,206.1488570861935,Madrid
2019-10-11,187.37846137927443,Madrid
2019-10-12,186.39965154715097,Madrid
2019-10-13,188.81349065691074,Madrid
2019-10-14,198.1875631653638,Madrid
2019-10-15,201.70106705546394,Madrid
2019-10-16,197.5314265796393,Madrid
2019-10-17,192.73086101653516,Madrid
2019-10-18,192.50127835144252,Madrid
2019-10-19,194.86050945758652,Madrid
2019-10-20,193.48358754965943,Madrid
2019-10-21,205.64914839762736,Madrid
2019-10-22,202.62096828049474,Madrid
2019-10-23,202.67108856771458,Madrid
2019-10-24,196.82575645331403,Madrid
2019-10-25,190.9095977988503,Madrid
2019-10-26,201.79634196134995,Madrid
2019-10-27,199.8389586082853,Madrid
2019-10-28,196.77243664862013,Madrid
2019-10-29,198.97216184897826,Madrid
2019-10-30,199.21881832580902,Madrid
2019-10-31,198.38887065589444,Madrid
2019-11-01,196.09853604812616,Madrid
2019-11-02,199.16651392210727,Madrid
2019-11-03,198.77890714702482,Madrid
2019-11-04,196.67503915146483,Madrid
2019-11-05,191.60599117175133,Madrid
2019-11-06,199.69082359187342,Madrid
2019-11-07,196.39865993425607,Madrid
2019-11-08,202.0357130748076,Madrid
2019-11-09,191.0035851104389,Madrid
2019-11-10,202.62479938294058,Madrid
2019-11-11,186.93240632967985,Madrid
2019-11-12,199.8684448271333,Madrid
2019-11-13,192.6120763389039,Madrid
2019-11-14,194.74820627062104,Madrid
2019-11-15,204.55200510479045,Madrid
2019-11-16,191.94777288724947,Madrid
2019-11-17,200.32606430793552,Madrid
2019-11-18,193.1250296401305,Madrid
2019-11-19,196.85167202265146,Madrid
2019-11-20,198.171677332673,Madrid
2019-11-21,185.18801079289742,Madrid
2019-11-22,203.66326062474278,Madrid
2019-11-23,196.02776881426055,Madrid
2019-11-24,201.1142725505816,Madrid
2019-11-25,206.38724212167241,Madrid
2019-11-26,199.4325144577242,Madrid
2019-11-27,191.05969391631066,Madrid
2019-11-28,206.37148930196943,Madrid
2019-11-29,200.5069483899809,Madrid
2019-11-30,188.74670118982553,Madrid
2019-12-01,193.79233695594638,Madrid
2019-12-02,198.0282051011607,Madrid
2019-12-03,200.0952243602092,Madrid
2019-12-04,203.31305541330585,Madrid
2019-12-05,203.39584979597788,Madrid
2019-12-06,202.36882934724994,Madrid
2019-12-07,204.38183651175592,Madrid
2019-12-08,197.44473198659534,Madrid
2019-12-09,203.48874555061326,Madrid
2019-12-10,202.0127239146732,Madrid
2019-12-11,209.05724844815384,Madrid
2019-12-12,207.2486402245643,Madrid
2019-12-13,200.34595127763367,Madrid
2019-12-14,196.43162939477259,Madrid
2019-12-15,199.79330458165285,Madrid
2019-12-16,205.22779305496192,Madrid
2019-12-17,197.1496872923038,Madrid
2019-12-18,209.47819219837658,Madrid
2019-12-19,201.64602313972006,Madrid
2019-12-20,205.17510159630078,Madrid
2019-12-21,217.36971637482952,Madrid
2019-12-22,212.05966089217185,Madrid
2019-12-23,209.36188665525196,Madrid
2019-12-24,201.62111058603924,Madrid
2019-12-25,210.44976471664634,Madrid
2019-12-26,200.5385860243124,Madrid
2019-12-27,199.77550412308295,Madrid
2019-12-28,212.3971119945678,Madrid
2019-12-29,191.69932152139,Madrid
2019-12-30,209.88084853146344,Madrid
2019-12-31,207.78197868245837,Madrid
2020-01-01,209.6255864620445,Madrid
2020-01-02,209.16418494150145,Madrid
2020-01-03,206.30291685737362,Madrid
2020-01-04,206.57714140335392,Madrid
2020-01-05,205.75052699660748,Madrid
2020-01-06,212.8770546176537,Madrid
2020-01-07,207.1692443262384,Madrid
2020-01-08,208.16957061251628,Madrid
2020-01-09,209.81813786271215,Madrid
2020-01-10,207.29518788283224,Madrid
2020-01-11,200.79192731437502,Madrid
2020-01-12,208.77210166286724,Madrid
2020-01-13,209.8441816191587,Madrid
2020-01-14,202.33628424938072,Madrid
2020-01-15,212.45603731886447,Madrid
2020-01-16,212.98809403152669,Madrid
2020-01-17,208.90989401920416,Madrid
2020-01-18,210.4138818441644,Madrid
2020-01-19,210.15087126992094,Madrid
2020-01-20,222.75704417208692,Madrid
2020-01-21,206.86519204041272,Madrid
2020-01-22,211.8825064889417,Madrid
2020-01-23,207.44004316241043,Madrid
2020-01-24,212.10448007765032,Madrid
2020-01-25,207.04947599645482,Madrid
2020-01-26,220.73977499812162,Madrid
2020-01-27,205.50875558538232,Madrid
2020-01-28,208.89266041898307,Madrid
2020-01-29,206.91725706055405,Madrid
2020-01-30,208.28183251579495,Madrid
2020-01-31,208.31887520274537,Madrid
2020-02-01,216.63077581043717,Madrid
2020-02-02,218.0989789463167,Madrid
2020-02-03,204.37426204337788,Madrid
2020-02-04,216.30313136592437,Madrid
2020-02-05,205.0124426522736,Madrid
2020-02-06,220.75834862359787,Madrid
2020-02-07,219.3364360872635,Madrid
2020-02-08,210.28489690568267,Madrid
2020-02-09,213.16089513573874,Madrid
2020-02-10,218.35918187182395,Madrid
2020-02-11,209.9787107317966,Madrid
2020-02-12,216.2440177313286,Madrid
2020-02-13,214.30145275003116,Madrid
2020-02-14,215.03579160245621,Madrid
2020-02-15,215.86790709017512,Madrid
2020-02-16,210.0304226374483,Madrid
2020-02-17,224.8226727948146,Madrid
2020-02-18,216.22690009854125,Madrid
2020-02-19,205.46003959382793,Madrid
2020-02-20,217.5085024947213,Madrid
2020-02-21,214.634986831825,Madrid
2020-02-22,222.3723407608068,Madrid
2020-02-23,216.91494530361584,Madrid
2020-02-24,216.1219949837549,Madrid
2020-02-25,216.83351976344255,Madrid
2020-02-26,218.70219822213573,Madrid
2020-02-27,227.7841030443284,Madrid
2020-02-28,223.56644386494284,Madrid
2020-02-29,210.38643539763078,Madrid
2020-03-01,219.51281050400829,Madrid
2020-03-02,218.9251500866914,Madrid
2020-03-03,215.14349591842003,Madrid
2020-03-04,224.63493742319685,Madrid
2020-03-05,221.9888318385673,Madrid
2020-03-06,215.47460522130862,Madrid
2020-03-07,211.92583976705092,Madrid
2020-03-08,216.50334199375035,Madrid
2020-03-09,215.27349997811095,Madrid
2020-03-10,223.5332106680606,Madrid
2020-03-11,205.25171067368174,Madrid
2020-03-12,209.41081167214895,Madrid
2020-03-13,228.95263842204952,Madrid
2020-03-14,226.36893148286555,Madrid
2020-03-15,212.91904975069096,Madrid
2020-03-16,220.10921734464742,Madrid
2020-03-17,216.58253039039502,Madrid
2020-03-18,219.17123216114513,Madrid
2020-03-19,223.78224099627715,Madrid
2020-03-20,222.7481446586015,Madrid
2020-03-21,206.28169202784957,Madrid
2020-03-22,225.40177045546338,Madrid
2020-03-23,215.1823317758611,Madrid
2020-03-24,220.68828120367735,Madrid
2020-03-25,217.1960927934359,Madrid
2020-03-26,216.94344636464984,Madrid
2020-03-27,217.9202345093339,Madrid
2020-03-28,220.89309932744624,Madrid
2020-03-29,219.27041528838663,Madrid
2020-03-30,218.91537494576536,Madrid
2020-03-31,221.91483124500553,Madrid
2020-04-01,216.81791792744858,Madrid
2020-04-02,218.26015494612363,Madrid
2020-04-03,217.07466825028115,Madrid
2020-04-04,216.55622190270006,Madrid
2020-04-05,216.32143252201652,Madrid
2020-04-06,214.23787447809667,Madrid
2020-04-07,213.30374746810756,Madrid
2020-04-08,219.44031857941636,Madrid
2020-04-09,213.93643530627452,Madrid
2020-04-10,216.54645215125748,Madrid
2020-04-11,212.61929281396056,Madrid
2020-04-12,219.8708199213387,Madrid
2020-04-13,224.38282918539508,Madrid
2020-04-14,222.0334337853389,Madrid
2020-04-15,218.21689487846328,Madrid
2020-04-16,218.06537106594934,Madrid
2020-04-17,212.07832800868977,Madrid
2020-04-18,226.17585210005652,Madrid
2020-04-19,209.15333119952422,Madrid
2020-04-20,217.21279263950478,Madrid
2020-04-21,215.03240285835864,Madrid
2020-04-22,208.62518683245025,Madrid
2020-04-23,231.82664099145416,Madrid
2020-04-24,226.85213683515514,Madrid
2020-04-25,216.79663725604468,Madrid
2020-04-26,219.7389076160962,Madrid
2020-04-27,226.8228208986986,Madrid
2020-04-28,221.10993086840259,Madrid
2020-04-29,224.77917825818759,Madrid
2020-04-30,221.7142388010023,Madrid
2020-05-01,223.61360211931697,Madrid
2020-05-02,223.08695067355148,Madrid
2020-05-03,213.09291878349373,Madrid
2020-05-04,216.82742556862996,Madrid
2020-05-05,217.65799995745476,Madrid
2020-05-06,207.7722588215907,Madrid
2020-05-07,214.7982976410373,Madrid
2020-05-08,224.22181174979335,Madrid
2020-05-09,222.25282185369397,Madrid
2020-05-10,218.99792881644146,Madrid
2020-05-11,203.18262155621426,Madrid
2020-05-12,222.50404200577762,Madrid
2020-05-13,214.5361420267116,Madrid
2020-05-14,219.0965885606167,Madrid
2020-05-15,214.91508120776504,Madrid
2020-05-16,220.9322346260998,Madrid
2020-05-17,215.69365416498988,Madrid
2020-05-18,218.8144839952555,Madrid
2020-05-19,215.50755469404757,Madrid
2020-05-20,215.11760046181587,Madrid
2020-05-21,211.58439738701287,Madrid
2020-05-22,216.51337853937946,Madrid
2020-05-23,217.3721222987045,Madrid
2020-05-24,218.4183886156691,Madrid
2020-05-25,215.20975137402647,Madrid
2020-05-26,213.44213466266706,Madrid
2020-05-27,227.62706725194144,Madrid
2020-05-28,215.3422616614981,Madrid
2020-05-29,215.05557689927826,Madrid
2020-05-30,218.74733774245027,Madrid
2020-05-31,210.57166314823502,Madrid
2020-06-01,220.3072995434513,Madrid
2020-06-02,217.67142903181536,Madrid
2020-06-03,212.64169467888362,Madrid
2020-06-04,217.62113499427215,Madrid
2020-06-05,213.6604454382889,Madrid
2020-06-06,209.89406772134686,Madrid
2020-06-07,209.36247742373624,Madrid
2020-06-08,221.8843033798168,Madrid
2020-06-09,217.75978823095275,Madrid
2020-06-10,213.4727231762663,Madrid
2020-06-11,209.89937474244664,Madrid
2020-06-12,211.89327169234474,Madrid
2020-06-13,213.01832530206312,Madrid
2020-06-14,216.93544130583965,Madrid
2020-06-15,213.8790320412045,Madrid
2020-06-16,211.11417179214305,Madrid
2020-06-17,209.53053570107178,Madrid
2020-06-18,217.77062202172556,Madrid
2020-06-19,215.2995109804254,Madrid
2020-06-20,220.23594398735338,Madrid
2020-06-21,218.68454018156388,Madrid
2020-06-22,211.77459209683914,Madrid
2020-06-23,209.73070457114991,Madrid
2020-06-24,209.657368804163,Madrid
2020-06-25,206.1457712286309,Madrid
2020-06-26,222.91909745924852,Madrid
2020-06-27,218.28286967165192,Madrid
2020-06-28,217.6320100503857,Madrid
2020-06-29,216.0419968376004,Madrid
2020-06-30,207.1759418940524,Madrid
2020-07-01,213.72161387384185,Madrid
2020-07-02,212.10546208634386,Madrid
2020-07-03,217.1911467901275,Madrid
2020-07-04,211.62208683658767,Madrid
2020-07-05,216.3084614794124,Madrid
2020-07-06,207.45808658733975,Madrid
2020-07-07,208.05558626231036,Madrid
2020-07-08,207.2381940248193,Madrid
2020-07-09,210.0382925912764,Madrid
2020-07-10,206.11713227246653,Madrid
2020-07-11,207.99665806686457,Madrid
2020-07-12,212.1269934727462,Madrid
2020-07-13,209.42372634976036,Madrid
2020-07-14,210.85036433634394,Madrid
2020-07-15,205.41042287911714,Madrid
2020-07-16,206.42293103246058,Madrid
2020-07-17,197.3187406608348,Madrid
2020-07-18,204.0673194185238,Madrid
2020-07-19,205.9484419823567,Madrid
2020-07-20,210.863990360201,Madrid
2020-07-21,211.7791869874271,Madrid
2020-07-22,199.61145385767938,Madrid
2020-07-23,204.3338892925629,Madrid
2020-07-24,210.6140232082033,Madrid
2020-07-25,215.00802680295217,Madrid
2020-07-26,210.0968459293519,Madrid
2020-07-27,192.63711435328258,Madrid
2020-07-28,202.04893635027864,Madrid
2020-07-29,209.70395335701966,Madrid
2020-07-30,208.88163885570785,Madrid
2020-07-31,206.89726641316722,Madrid
2020-08-01,208.08419376958295,Madrid
2020-08-02,207.70202842087764,Madrid
2020-08-03,208.47502952823177,Madrid
2020-08-04,199.3309365771709,Madrid
2020-08-05,199.75176854490644,Madrid
2020-08-06,207.8700575012199,Madrid
2020-08-07,216.74781518619858,Madrid
2020-08-08,204.09998212607312,Madrid
2020-08-09,210.4991755393934,Madrid
2020-08-10,203.9758618878202,Madrid
2020-08-11,211.08545929541026,Madrid
2020-08-12,215.77289321792327,Madrid
2020-08-13,205.5766616475243,Madrid
2020-08-14,201.41097631753183,Madrid
2020-08-15,209.1335462619297,Madrid
2020-08-16,203.6385935020745,Madrid
2020-08-17,209.3462951295439,Madrid
2020-08-18,202.33478451081317,Madrid
2020-08-19,198.80087707506212,Madrid
2020-08-20,218.0928476520815,Madrid
2020-08-21,203.11438245636066,Madrid
2020-08-22,204.41127506916746,Madrid
2020-08-23,205.490619916881,Madrid
2020-08-24,205.27368947840057,Madrid
2020-08-25,209.6885700279429,Madrid
2020-08-26,205.85671783694195,Madrid
2020-08-27,206.774018704064,Madrid
2020-08-28,206.3744265492374,Madrid
2020-08-29,208.6922216464157,Madrid
2020-08-30,201.9578633409093,Madrid
2020-08-31,204.9206671273912,Madrid
2020-09-01,206.91633564401812,Madrid
2020-09-02,209.6754967228674,Madrid
2020-09-03,212.75934479803024,Madrid
2020-09-04,205.76576548834194,Madrid
2020-09-05,198.7690507309842,Madrid
2020-09-06,208.23013365908145,Madrid
2020-09-07,206.11798122127695,Madrid
2020-09-08,212.08678512079405,Madrid
2020-09-09,197.51837806604547,Madrid
2020-09-10,203.32491780092673,Madrid
2020-09-11,201.17603759326877,Madrid
2020-09-12,205.39849793669967,Madrid
2020-09-13,195.4729175918667,Madrid
2020-09-14,207.52987129503197,Madrid
2020-09-15,195.44583006061686,Madrid
2020-09-16,204.68639388533728,Madrid
2020-09-17,201.88960664048693,Madrid
2020-09-18,195.13498678402198,Madrid
2020-09-19,198.7826039035842,Madrid
2020-09-20,199.3878968552706,Madrid
2020-09-21,201.1150563200411,Madrid
2020-09-22,202.39739416005344,Madrid
2020-09-23,208.56729477260689,Madrid
2020-09-24,204.1271417224731,Madrid
2020-09-25,200.44344539127056,Madrid
2020-09-26,204.03826629934818,Madrid
2020-09-27,202.83335937953015,Madrid
2020-09-28,207.2808457255665,Madrid
2020-09-29,198.55470362136757,Madrid
2020-09-30,210.51950375591323,Madrid
2020-10-01,204.73758200706595,Madrid
2020-10-02,205.476912815712,Madrid
2020-10-03,210.5336489044428,Madrid
2020-10-04,209.5281341479121,Madrid
2020-10-05,198.34549153183477,Madrid
2020-10-06,206.8774161992144,Madrid
2020-10-07,199.8084771988775,Madrid
2020-10-08,206.41048595265266,Madrid
2020-10-09,200.06473769178518,Madrid
2020-10-10,199.99220822918866,Madrid
2020-10-11,199.79399243891578,Madrid
2020-10-12,197.72257994130945,Madrid
2020-10-13,200.32406999573354,Madrid
2020-10-14,209.040631263632,Madrid
2020-10-15,200.4436062936461,Madrid
2020-10-16,201.01148176571883,Madrid
2020-10-17,203.9450255697004,Madrid
2020-10-18,208.42723261779122,Madrid
2020-10-19,198.3882597576646,Madrid
2020-10-20,201.48544051542993,Madrid
2020-10-21,213.2208559727921,Madrid
2020-10-22,205.85780580179116,Madrid
2020-10-23,203.50209247589038,Madrid
2020-10-24,204.29192102149528,Madrid
2020-10-25,206.34778767586806,Madrid
2020-10-26,205.10351321715746,Madrid
2020-10-27,206.10702463092608,Madrid
2020-10-28,203.9216253195587,Madrid
2020-10-29,206.07425970499003,Madrid
2020-10-30,207.70699931525573,Madrid
2020-10-31,198.13104216928429,Madrid
2020-11-01,211.83608478386404,Madrid
2020-11-02,206.0636915480044,Madrid
2020-11-03,209.20437300303217,Madrid
2020-11-04,208.54317862929815,Madrid
2020-11-05,196.27818793350357,Madrid
2020-11-06,201.72311611588495,Madrid
2020-11-07,198.6889523292048,Madrid
2020-11-08,205.84407576550032,Madrid
2020-11-09,198.54994236479908,Madrid
2020-11-10,201.083637838941,Madrid
2020-11-11,196.20417960810622,Madrid
2020-11-12,195.45420935341852,Madrid
2020-11-13,200.4711155432518,Madrid
2020-11-14,208.56846139709018,Madrid
2020-11-15,207.18272727346962,Madrid
2020-11-16,213.93193451993668,Madrid
2020-11-17,207.79844445551754,Madrid
2020-11-18,201.76437776445826,Madrid
2020-11-19,219.33182036266734,Madrid
2020-11-20,208.51164411681188,Madrid
2020-11-21,195.36918274348974,Madrid
2020-11-22,212.25509803795336,Madrid
2020-11-23,200.77157141147484,Madrid
2020-11-24,208.68173803020068,Madrid
2020-11-25,203.67609323096733,Madrid
2020-11-26,210.12938288747253,Madrid
2020-11-27,207.1759910436518,Madrid
2020-11-28,206.48448127763254,Madrid
2020-11-29,213.32160944558925,Madrid
